source,target,weight
Aurélien Hazan,Kurosh Madani,1
Albert Samà,Carlos Pérez,1
Albert Samà,Daniel Rodríguez-Martin,1
Albert Samà,Juan Manuel,1
Albert Samà,Moreno Aróstegui,1
Albert Samà,Alejandro Rodríguez-Molinero,1
Carlos Pérez,Daniel Rodríguez-Martin,1
Carlos Pérez,Juan Manuel,1
Carlos Pérez,Moreno Aróstegui,1
Carlos Pérez,Alejandro Rodríguez-Molinero,1
Daniel Rodríguez-Martin,Juan Manuel,1
Daniel Rodríguez-Martin,Moreno Aróstegui,1
Daniel Rodríguez-Martin,Alejandro Rodríguez-Molinero,1
Juan Manuel,Moreno Aróstegui,1
Juan Manuel,Alejandro Rodríguez-Molinero,1
Moreno Aróstegui,Alejandro Rodríguez-Molinero,1
Robert Kaltenhäuser,Erik Schaffernicht,1
Robert Kaltenhäuser,Horst-Michael Gross,1
Erik Schaffernicht,Horst-Michael Gross,1
Levente Orbán,Sylvain Chartier,1
Philippe Smagghe,Jean-Luc Buessler,1
Philippe Smagghe,Jean-Philippe Urban,1
Jean-Luc Buessler,Jean-Philippe Urban,1
Oliver Beyer,Philipp Cimiano,1
Rafael Carvalho,Lunlong Zhong,1
Rafael Carvalho,Felix Mora-Camino,1
Lunlong Zhong,Felix Mora-Camino,1
Valeri Tsatsishvili,Fengyu Cong,1
Valeri Tsatsishvili,Tuomas Puoliväli,1
Valeri Tsatsishvili,Vinoo Alluri,1
Valeri Tsatsishvili,Petri Toiviainen,1
Valeri Tsatsishvili,Asoke Nandi,1
Valeri Tsatsishvili,Elvira Brattico,1
Valeri Tsatsishvili,Tapani Ristaniemi,1
Fengyu Cong,Tuomas Puoliväli,1
Fengyu Cong,Vinoo Alluri,1
Fengyu Cong,Petri Toiviainen,1
Fengyu Cong,Asoke Nandi,1
Fengyu Cong,Elvira Brattico,1
Fengyu Cong,Tapani Ristaniemi,1
Tuomas Puoliväli,Vinoo Alluri,1
Tuomas Puoliväli,Petri Toiviainen,1
Tuomas Puoliväli,Asoke Nandi,1
Tuomas Puoliväli,Elvira Brattico,1
Tuomas Puoliväli,Tapani Ristaniemi,1
Vinoo Alluri,Petri Toiviainen,1
Vinoo Alluri,Asoke Nandi,1
Vinoo Alluri,Elvira Brattico,1
Vinoo Alluri,Tapani Ristaniemi,1
Petri Toiviainen,Asoke Nandi,1
Petri Toiviainen,Elvira Brattico,1
Petri Toiviainen,Tapani Ristaniemi,1
Asoke Nandi,Elvira Brattico,1
Asoke Nandi,Tapani Ristaniemi,1
Elvira Brattico,Tapani Ristaniemi,1
Joe Staines,David Barber,1
Francisco García-Fernández,Ignacio Díaz,1
Ignacio Díaz,Abel Cuadrado,9
Ignacio Díaz,Daniel Pérez,3
Ignacio Díaz,Francisco García,1
Ignacio Díaz,Diego García,8
Ignacio Díaz,Manuel Domínguez,2
Ignacio Díaz,José Enguita,5
Ignacio Díaz,Ana González,2
Ignacio Díaz,María Chiara,3
Ignacio Díaz,Nuria Valdés,3
Ignacio Díaz,Jorge Menéndez,1
Ignacio Díaz,Daniel Peña,1
Ignacio Díaz,José Rodríguez,1
Ignacio Díaz,Daniel García,1
Ignacio Díaz,Aleix García,1
Johanna Baro,Etienne Come,1
Johanna Baro,Olivier Bonin,1
Johanna Baro,Kevin Pasini,1
Johanna Baro,Clement Arlotti,1
Johanna Baro,Milad Leyli-Abadi,1
Johanna Baro,Marc Nabhan,1
Etienne Come,Olivier Bonin,1
Galina Veres,Zoheir Sabeur,2
Galina Veres,Woubishet Taffese,1
Galina Veres,Esko Sistonen,1
Galina Veres,Jari Puttonen,1
Galina Veres,Marcelo Soares,1
Galina Veres,Pablo Barros,1
Galina Veres,German Parisi,1
Galina Veres,Stefan Wermter,1
Zoheir Sabeur,Woubishet Taffese,1
Zoheir Sabeur,Esko Sistonen,1
Zoheir Sabeur,Jari Puttonen,1
Zoheir Sabeur,Marcelo Soares,1
Zoheir Sabeur,Pablo Barros,1
Zoheir Sabeur,German Parisi,1
Zoheir Sabeur,Stefan Wermter,1
Labiba Gillani Fahad,Arshad Ali,1
Labiba Gillani Fahad,Muttukrishnan Rajarajan,1
Arshad Ali,Muttukrishnan Rajarajan,1
Matthew Howard,Yoshihiko Nakamura,1
Matthew Howard,Jeevan Manavalan,1
Lei Gao,Alan Bourke,1
Lei Gao,John Nelson,1
Alan Bourke,John Nelson,1
Jonas Kalderstam,Mattias Ohlsson,1
Mattias Ohlsson,Najmeh Abiri,1
Armin Walter,Georgios Naros,1
Armin Walter,Alireza Gharabaghi,1
Georgios Naros,Alireza Gharabaghi,1
Pierre Latouche,Laetitia Nouedoui,1
Pierre Latouche,Marco Corneli,2
Pierre Latouche,Rawya Zreik,1
Pierre Latouche,Dingge Liang,1
David García,Àngela Nebot,1
Octavio Razafindramanana,Gilles Venturini,1
Gilles Venturini,Frédéric Rayar,1
Gilles Venturini,Sabine Barrat,1
Gilles Venturini,Fatma Bouali,1
A Backhaus,U Seiert,1
D Peluffo-Ordoñez,A Castro-Ospina,1
D Peluffo-Ordoñez,D Chavez-Chamorro,1
D Peluffo-Ordoñez,G Castellanos-Dominguez,1
A Castro-Ospina,D Chavez-Chamorro,1
A Castro-Ospina,G Castellanos-Dominguez,1
D Chavez-Chamorro,G Castellanos-Dominguez,1
G Castellanos-Dominguez,C Alzate,1
Abou Keita,Romain Hérault,1
Abou Keita,Colas Calbrix,1
Romain Hérault,Colas Calbrix,1
Romain Hérault,Soufiane Belharbi,1
Romain Hérault,Clément Chatelain,1
Romain Hérault,Sébastien Adam,1
Romain Hérault,Cyprien Ruffino,1
Romain Hérault,Eric Laloy,1
Andry Randriamanamihaga,Etienne Côme,1
Andry Randriamanamihaga,Latifa Oukhellou,1
Andry Randriamanamihaga,Gérard Govaert,1
Etienne Côme,Latifa Oukhellou,4
Etienne Côme,Gérard Govaert,1
Etienne Côme,Pierre Borgnat,1
Etienne Côme,Anaïs Remy,1
Etienne Côme,Benoît Matet,1
Etienne Côme,Angelo Furno,1
Etienne Côme,Loïc Bonnetain,1
Etienne Côme,Nour-Eddin El,1
Etienne Côme,Lijun Sun,1
Latifa Oukhellou,Gérard Govaert,1
Latifa Oukhellou,Ferhat Attal,1
Latifa Oukhellou,Abderrahmane Boubezoul,1
Latifa Oukhellou,Pierre Borgnat,1
Latifa Oukhellou,Louise Bonfils,1
Latifa Oukhellou,Benoît Matet,1
Latifa Oukhellou,Angelo Furno,1
Latifa Oukhellou,Loïc Bonnetain,1
Latifa Oukhellou,Nour-Eddin El,1
Latifa Oukhellou,Lijun Sun,1
Nathalie Villa-Vialaneix,Christine Cierco-Ayrolles,1
Nathalie Villa-Vialaneix,Jérôme Mariette,1
Iago Porto-Díaz,David Martínez-Rego,1
David Martínez-Rego,Diego Rego-Fernández,1
David Martínez-Rego,Carlos Eiras-Franco,1
David Martínez-Rego,Leslie Kanthan,1
Mathieu Senelle,Marco Saerens,1
Mathieu Senelle,François Fouss,1
Marco Saerens,François Fouss,1
Carlos Klein,; Leandro,1
Carlos Klein,S Coelho,1
Carlos Klein,M Sant'anna,1
Carlos Klein,Roberto Freire,1
Carlos Klein,Viviana Mariani²,1
Carlos Klein,Viviana Mariani,1
Carlos Klein,Leandro Dos,2
Carlos Klein,Santos Coelho,2
; Leandro,S Coelho,2
; Leandro,M Sant'anna,1
; Leandro,Roberto Freire,2
; Leandro,Viviana Mariani²,1
; Leandro,Gerson Dos Santos,1
; Leandro,Viviana Mariani,1
; Leandro,Nathan Mendes,1
; Leandro,Divani Da,1
; Leandro,S Carvalho,1
S Coelho,M Sant'anna,1
S Coelho,Roberto Freire,3
S Coelho,Viviana Mariani²,1
S Coelho,Gerson Dos Santos,1
S Coelho,Viviana Mariani,1
S Coelho,Nathan Mendes,1
S Coelho,Divani Da,1
S Coelho,S Carvalho,1
S Coelho,Juliano Pierezan,1
S Coelho,Lucas Weihmann,1
S Coelho,Gilberto Reynoso-Meza,1
S Coelho,Leandro Dos,1
M Sant'anna,Roberto Freire,1
M Sant'anna,Viviana Mariani²,1
Roberto Freire,Viviana Mariani²,1
Roberto Freire,Helon Ayala,1
Roberto Freire,Luciano Da Cruz,1
Roberto Freire,Leandro Coelho,1
Roberto Freire,Gerson Dos Santos,1
Roberto Freire,Viviana Mariani,1
Roberto Freire,Nathan Mendes,1
Roberto Freire,Divani Da,1
Roberto Freire,S Carvalho,1
Roberto Freire,Juliano Pierezan,1
Roberto Freire,Lucas Weihmann,1
Roberto Freire,Gilberto Reynoso-Meza,1
Roberto Freire,Leandro Dos,2
Roberto Freire,João Victor,1
Roberto Freire,Bruneti Severino,1
Roberto Freire,Alessandro Zimmer,1
Roberto Freire,Santos Coelho,1
Daniel Alves,Diego Souza,1
Daniel Alves,Carlos Pedreira,1
Diego Souza,Carlos Pedreira,1
Peter Tino,Yingyu Liang,1
Peter Tino,Sreejita Ghosh,1
Peter Tino,Elizabeth Baranowski,1
Peter Tino,Rick Van Veen,1
Peter Tino,Gert-Jan De Vries,1
Peter Tino,Wiebke Arlt,1
Peter Tino,Guiseppe Longo,1
Peter Tino,Lukas Pfannschmidt,1
Peter Tino,Jonathan Jakob,1
Peter Tino,Abolfazl Taghribi,1
Peter Tino,Michele Mastropietro,1
Peter Tino,Sven De Rijcke,1
Davide Zambrano,Jaldert Rombouts,1
Davide Zambrano,Cecilia Laschi,1
Davide Zambrano,Sander Bohte,1
Jaldert Rombouts,Cecilia Laschi,1
Jaldert Rombouts,Sander Bohte,1
Cecilia Laschi,Sander Bohte,1
Cecilia Laschi,Murat Kirtay,1
Cecilia Laschi,Lorenzo Vannucci,1
Cecilia Laschi,Ugo Albanese,1
Cecilia Laschi,Alessandro Ambrosano,1
Cecilia Laschi,Egidio Falotico,1
Sander Bohte,André Grüning,1
Marc Plouvin,Abdelhakim Limem,1
Marc Plouvin,Matthieu Puigt,1
Marc Plouvin,Gilles Delmaire,1
Marc Plouvin,Gilles Roussel,1
Marc Plouvin,Dominique Courcot,1
Abdelhakim Limem,Matthieu Puigt,1
Abdelhakim Limem,Gilles Delmaire,1
Abdelhakim Limem,Gilles Roussel,1
Abdelhakim Limem,Dominique Courcot,1
Matthieu Puigt,Gilles Delmaire,2
Matthieu Puigt,Gilles Roussel,2
Matthieu Puigt,Dominique Courcot,1
Gilles Delmaire,Gilles Roussel,2
Gilles Delmaire,Dominique Courcot,1
Gilles Roussel,Dominique Courcot,1
Petr Vaněk,Miroslav Kulich,1
Caroline König,René Alquezar,1
Caroline König,Pedro Copado,1
Jochen Kerdels,Gabriele Peters,1
Dinh Phung,Dat Tran,1
Dinh Phung,Wanli Ma,1
Dinh Phung,Phuoc Nguyen,1
Dinh Phung,Tien Pham,1
Dat Tran,Wanli Ma,2
Dat Tran,Phuoc Nguyen,1
Dat Tran,Tien Pham,1
Dat Tran,Tan Vo,1
Dat Tran,Tung Pham,1
Dat Tran,Trung Le,1
Dat Tran,Thai Le,1
Wanli Ma,Phuoc Nguyen,1
Wanli Ma,Tien Pham,1
Wanli Ma,Tan Vo,1
Phuoc Nguyen,Tien Pham,1
Emilie Renard,Andrew Teschendorff,2
Emilie Renard,Pierre-Antoine Absil,1
Emilie Renard,Kyle Gallivan,1
Andrew Teschendorff,Pierre-Antoine Absil,1
Rafal Dlugosz,Tomasz Talaska,1
Denis Baheux,Jérémy Fix,1
Jérémy Fix,Antonin Calba,1
Jérémy Fix,Alain Dutech,1
Fabio Aiolli,Michele Donini,5
Fabio Aiolli,Mirko Polato,5
Fabio Aiolli,Nicolò Navarin,3
Fabio Aiolli,Ivano Lauriola,4
Fabio Aiolli,Fabrizio Costa,1
Fabio Aiolli,Stefano Campese,1
Fabio Aiolli,Alberto Lavelli,2
Fabio Aiolli,Fabio Rinaldi,1
Fabio Aiolli,Alberto Gallinaro,1
Fabio Aiolli,Luca Bergamin,1
Fabio Aiolli,Tommaso Carraro,1
Fabio Aiolli,Mohammadmahdi Ghahramani,1
Michele Donini,Nicolò Navarin,5
Michele Donini,Ivano Lauriola,1
Michele Donini,Fabrizio Costa,1
Michele Donini,Massimiliano Pontil,1
André Grüning,Brian Gardner,1
J Rombouts,P Roelfsema,1
J Rombouts,S Bohte,1
P Roelfsema,S Bohte,1
Jean-Joseph Christophe,Jérémie Decock,1
Jean-Joseph Christophe,Olivier Teytaud,1
Jérémie Decock,Olivier Teytaud,1
Olivier Teytaud,Jialin Liu,1
Helon Ayala,Luciano Da Cruz,1
Helon Ayala,Leandro Coelho,1
Luciano Da Cruz,Leandro Coelho,1
German Parisi,Pablo Barros,3
German Parisi,Stefan Wermter,4
German Parisi,Marcelo Soares,2
German Parisi,Woubishet Taffese,1
German Parisi,Esko Sistonen,1
German Parisi,Jari Puttonen,1
German Parisi,Francisco Cruz,1
Pablo Barros,Stefan Wermter,6
Pablo Barros,Marcelo Soares,2
Pablo Barros,Doreen Jirak,1
Pablo Barros,Woubishet Taffese,1
Pablo Barros,Esko Sistonen,1
Pablo Barros,Jari Puttonen,1
Pablo Barros,Eleni Tsironi,1
Pablo Barros,Henrique Siqueira,1
Pablo Barros,Sven Magg,1
Pablo Barros,Cornelius Weber,1
Pablo Barros,Janderson Ferreira,1
Pablo Barros,Agostinho Júnior,1
Pablo Barros,Yves Galvão,1
Pablo Barros,Bruno Fernandes,1
Stefan Wermter,Marcelo Soares,2
Stefan Wermter,Doreen Jirak,2
Stefan Wermter,Woubishet Taffese,1
Stefan Wermter,Esko Sistonen,1
Stefan Wermter,Jari Puttonen,1
Stefan Wermter,Luiza Mici,1
Stefan Wermter,Xavier Hinaut,2
Stefan Wermter,Eleni Tsironi,1
Stefan Wermter,Johannes Twiefel,1
Stefan Wermter,Francisco Cruz,1
Stefan Wermter,Tayfun Alpay,2
Stefan Wermter,Muhammad Burhan Hafez,1
Stefan Wermter,Matthias Kerzel,2
Stefan Wermter,Cornelius Weber,6
Stefan Wermter,Sebastian Springenberg,1
Stefan Wermter,Egor Lakomkin,1
Stefan Wermter,Henrique Siqueira,1
Stefan Wermter,Sven Magg,1
Stefan Wermter,Peer Springstübe,1
Stefan Wermter,Stefan Heinrich,1
Stefan Wermter,Tobias Hinz,1
Stefan Wermter,Manfred Eppe,1
Stefan Wermter,Gin Lee,1
Stefan Wermter,Chu Kiong Loo,2
Stefan Wermter,Wei Liew,1
Stefan Wermter,Vincent Rolfs,1
Stefan Wermter,Vadym Gryshchuk,1
Stefan Wermter,Connor Gäde,1
Stefan Wermter,Ozan Özdemir,2
Stefan Wermter,Stig Griebenow,1
Árpád Berta,István Hegedűs,1
Árpád Berta,Róbert Ormándi,1
István Hegedűs,Róbert Ormándi,1
István Hegedűs,István Megyeri,2
István Hegedűs,Márk Jelasity,2
Everton Nadalin,Rodrigo Silva,1
Everton Nadalin,João Romano,1
Rodrigo Silva,João Romano,1
Jose Seoane,Ian Day,1
Jose Seoane,Juan Casas,1
Jose Seoane,Colin Campbell,1
Jose Seoane,Tom Gaunt,1
Jose Seoane,Humancvd Beadchip,1
Ian Day,Juan Casas,1
Ian Day,Colin Campbell,1
Ian Day,Tom Gaunt,1
Ian Day,Humancvd Beadchip,1
Juan Casas,Colin Campbell,1
Juan Casas,Tom Gaunt,1
Juan Casas,Humancvd Beadchip,1
Colin Campbell,Tom Gaunt,1
Colin Campbell,Humancvd Beadchip,1
Tom Gaunt,Humancvd Beadchip,1
Nicolas Chrysanthos,Pierre Beauseroy,1
Nicolas Chrysanthos,Hichem Snoussi,1
Nicolas Chrysanthos,Edith Grall,1
Nicolas Chrysanthos,Fabrice Ferrand,1
Pierre Beauseroy,Hichem Snoussi,1
Pierre Beauseroy,Edith Grall,1
Pierre Beauseroy,Fabrice Ferrand,1
Pierre Beauseroy,Patric Nader,1
Pierre Beauseroy,Paul Honeine,1
Hichem Snoussi,Edith Grall,1
Hichem Snoussi,Fabrice Ferrand,1
Edith Grall,Fabrice Ferrand,1
Mathieu Lefort,Alexander Gepperth,3
Mathieu Lefort,Thomas Hecht,2
Mathieu Lefort,Ursula Körner,1
Alexander Gepperth,Louis-Charles Caron,1
Alexander Gepperth,Yang Song,1
Alexander Gepperth,David Filliat,1
Alexander Gepperth,Thomas Kopinski,1
Alexander Gepperth,Uwe Handmann,1
Alexander Gepperth,Thomas Hecht,3
Alexander Gepperth,Ursula Körner,1
Alexander Gepperth,Cem Karaoguz,1
Alexander Gepperth,Saad Gondal,1
Alexander Gepperth,Sebastian Rieger,1
Alexander Gepperth,Nadzeya Dzemidovich,1
Alexander Gepperth,Benedikt Bagus,1
Alexander Gepperth,Timothée Lesort,2
Alexander Gepperth,Alexander Krawczyk,1
Alexander Gepperth,Andrea Cossu,1
Alexander Gepperth,Alessio Bernardo,1
Alexander Gepperth,Emanuele Valle,1
Alexander Gepperth,Federico Giannini,1
Alexander Gepperth,Giacomo Ziffer,1
Alexander Gepperth,Yannick Denker,1
Louis-Charles Caron,Yang Song,1
Louis-Charles Caron,David Filliat,1
Yang Song,David Filliat,1
Antoine Lachaud,David Mercier,1
Antoine Lachaud,Stephane Canu,1
Antoine Lachaud,Frederic Suard,1
David Mercier,Stephane Canu,1
David Mercier,Frederic Suard,1
Stephane Canu,Frederic Suard,1
D Zühlke,O Holz,1
D Zühlke,G Bhanot,1
Kristin Domaschke,André Rossberg,1
Ali Fallah Tehrani,Eyke Hüllermeier,1
Eyke Hüllermeier,Fabian Fumagalli,2
Eyke Hüllermeier,Maximilian Muschalik,2
Eyke Hüllermeier,Roel Visser,1
Sébastien Piérard,Rémy Phan-Ba,1
Sébastien Piérard,Marc Van Droogenbroeck,2
Sébastien Piérard,Samir Azrour,1
Rémy Phan-Ba,Marc Van Droogenbroeck,1
Marc Van Droogenbroeck,Samir Azrour,1
Dominik Schnitzer,Arthur Flexer,1
Mariacarla Staffa,Maurizio Giordano,1
Mariacarla Staffa,Silvia Rossi,1
Maurizio Giordano,Silvia Rossi,1
Sigurd Spieckermann,Siegmund Düll,1
Sigurd Spieckermann,Alexander Hentschel,1
Sigurd Spieckermann,Thomas Runkler,1
Sigurd Spieckermann,Stephan Baier,1
Sigurd Spieckermann,Volker Tresp,1
Siegmund Düll,Alexander Hentschel,1
Siegmund Düll,Thomas Runkler,1
Alexander Hentschel,Thomas Runkler,1
Thomas Runkler,Stefan Depeweg,1
Thomas Runkler,José Hernández-Lobato,1
Thomas Runkler,Markus Kaiser,1
Thomas Runkler,Carl Ek,1
Thomas Runkler,Hiba Arnout,1
Thomas Runkler,Johanna Bronner,1
Thomas Runkler,Phillip Swazinna,3
Thomas Runkler,Daniel Hein,2
Thomas Runkler,Batıkan Bora Ormancı,1
Thomas Runkler,Philipp Wissmann,1
Valmir Macario,Francisco De Carvalho,1
Alexander Schulz,Patrick Blöbaum,1
Alexander Schulz,Benjamin Paaßen,2
Alexander Schulz,Janne Hahne,1
Alexander Schulz,Aleksei Liuliakov,1
Alexander Schulz,Luca Hermes,1
Alexander Schulz,Andreas Mazur,1
Alexander Schulz,Isaac Roberts,2
Alexander Schulz,David Leins,1
Alexander Schulz,Fabian Hinder,1
Alexander Schulz,Valerie Vaquet,1
Alexander Schulz,Sarah Schröder,1
Luca Pasa,Nicolò Navarin,9
Luca Pasa,Wolfgang Erb,1
Luca Pasa,Federico Errica,3
Luca Pasa,Daniele Zambon,3
Luca Pasa,Federico Caldart,1
Luca Pasa,Marco Podda,1
Luca Pasa,Stefano Moro,1
Luca Pasa,Davide Rigoni,1
D Peluffo-Ordóñez,S Murillo-Rendón,1
D Peluffo-Ordóñez,J Arias-Londoño,1
S Murillo-Rendón,J Arias-Londoño,1
Fabian Gieseke,Kai Polsterer,1
Fabian Gieseke,Cosmin Oancea,1
Fabian Gieseke,Denis Mayr,1
Fabian Gieseke,Lima Martins,1
Fabian Gieseke,Christian Lülf,1
Kai Polsterer,Cosmin Oancea,1
Kai Polsterer,Nikolaos Gianniotis,2
Kai Polsterer,Dennis Kügler,1
Kai Polsterer,Ranjeev Misra,1
Kai Polsterer,Ondřej Podsztavek,1
Kai Polsterer,Alexander Jordan,1
Kai Polsterer,Pavel Tvrdík,1
Kai Polsterer,Iliana Cortés Pérez,1
Kaushala Dias,Terry Windeatt,2
A Faria,D Menotti,1
A Faria,A Lemos,1
A Faria,A Braga,1
D Menotti,A Lemos,1
D Menotti,A Braga,1
A Lemos,A Braga,1
Barry Nichols,Dimitris Dracopoulos,1
Wilson De Oliveira,Adenilton Da Silva,3
Wilson De Oliveira,Teresa Ludermir,3
Adenilton Da Silva,Teresa Ludermir,3
Adenilton Da Silva,Priscila Dos Santos,1
Adenilton Da Silva,Rodrigo Sousa,1
Teresa Ludermir,João Fausto,1
Teresa Ludermir,Lorenzato De Oliveira,1
Steven Lauwereins,Komail Badami,1
Steven Lauwereins,Wannes Meert,1
Steven Lauwereins,Marian Verhelst,1
Komail Badami,Wannes Meert,1
Komail Badami,Marian Verhelst,1
Wannes Meert,Marian Verhelst,2
Wannes Meert,Laura Galindez Olascoaga,1
Wannes Meert,Jonas Vlasselaer,1
Marian Verhelst,Laura Galindez Olascoaga,1
Marian Verhelst,Jonas Vlasselaer,1
Anton Akusok,David Veganzones,1
Anton Akusok,Eric Severin,1
Anton Akusok,Andrey Gritsenko,1
Anton Akusok,Jan-Magnus Janssonin Aukio 1 -Finland,1
David Veganzones,Eric Severin,1
Emmanuel Daucé,Eoin Thomas,1
Emmanuel Daucé,Hongliang Zhong,1
Emmanuel Daucé,Liva Ralaivola,1
Abdelhamid Bouchachia,Emili Balaguer-Ballester,1
Abdelhamid Bouchachia,Waqas Jamil,1
Song Li,Peng Wang,1
Song Li,Lalit Goel,1
Peng Wang,Lalit Goel,1
Péricles Miranda,Ricardo Silva,2
Péricles Miranda,Ricardo Prudêncio,2
Ricardo Silva,Ricardo Prudêncio,2
Ricardo Silva,Romero Morais,1
Ricardo Silva,B Miranda,1
Joseph Ghafari,Emmanuel Herbert,1
Joseph Ghafari,Stephane Senecal,1
Joseph Ghafari,Daniel Migault,1
Joseph Ghafari,Stanislas Francfort,1
Joseph Ghafari,Ting Liu,1
Emmanuel Herbert,Stephane Senecal,1
Emmanuel Herbert,Daniel Migault,1
Emmanuel Herbert,Stanislas Francfort,1
Emmanuel Herbert,Ting Liu,1
Stephane Senecal,Daniel Migault,1
Stephane Senecal,Stanislas Francfort,1
Stephane Senecal,Ting Liu,1
Daniel Migault,Stanislas Francfort,1
Daniel Migault,Ting Liu,1
Stanislas Francfort,Ting Liu,1
Hanchen Xiong,Sandor Szedmak,2
Hanchen Xiong,Justus Piater,2
Hanchen Xiong,Senka Krivic,1
Sandor Szedmak,Justus Piater,2
Sandor Szedmak,Senka Krivic,1
Justus Piater,Senka Krivic,1
Mansouri Majdi,Dumont Benjamin,1
Ricardo Sousa,Ajalmar Da Rocha Neto,1
Ricardo Sousa,Jaime Cardoso,1
Ricardo Sousa,Miguel Coimbra,1
Ricardo Sousa,Sofia Fernandes,1
Ricardo Sousa,Renato Socodato,1
Ricardo Sousa,Luís Silva,1
Ajalmar Da Rocha Neto,Jaime Cardoso,1
Ajalmar Da Rocha Neto,Miguel Coimbra,1
Ajalmar Da Rocha Neto,Madson Dias,2
Ajalmar Da Rocha Neto,Lucas De Sousa,1
Ajalmar Da Rocha Neto,Amauri De Souza Júnior,1
Ajalmar Da Rocha Neto,Lucas Sousa,1
Ajalmar Da Rocha Neto,César Mattos,1
Ajalmar Da Rocha Neto,João Gomes,1
Ajalmar Da Rocha Neto,T Kärkkäinen,1
Jaime Cardoso,Miguel Coimbra,1
Monica Bianchini,Franco Scarselli,3
Monica Bianchini,Niccolò Pancino,1
Monica Bianchini,Alberto Rossi,1
Monica Bianchini,Giorgio Ciano,1
Monica Bianchini,Giorgia Giacomini,1
Monica Bianchini,Simone Bonechi,1
Monica Bianchini,Paolo Andreini,1
Monica Bianchini,Pietro Bongini,1
Monica Bianchini,Nicolò Navarin,1
Monica Bianchini,Battista Biggio,1
Monica Bianchini,Federico Errica,1
Franco Scarselli,Alberto Rossi,2
Franco Scarselli,Niccolò Pancino,1
Franco Scarselli,Giorgio Ciano,1
Franco Scarselli,Giorgia Giacomini,1
Franco Scarselli,Simone Bonechi,1
Franco Scarselli,Paolo Andreini,1
Franco Scarselli,Pietro Bongini,1
Franco Scarselli,Nicolò Navarin,1
Franco Scarselli,Battista Biggio,1
Franco Scarselli,Federico Errica,1
Aboozar Taherkhani,Ammar Belatreche,1
Aboozar Taherkhani,Yuhua Li,1
Aboozar Taherkhani,Liam Maguire,1
Ammar Belatreche,Yuhua Li,1
Ammar Belatreche,Liam Maguire,1
Yuhua Li,Liam Maguire,1
Yuhua Li,Nawal Alqurashi,1
Yuhua Li,Kirill Sidorov,1
Yuhua Li,David Marshall,1
Igor Aleksander,Helen Morton,2
Fengzhen Tang,Pedro Gutiérrez,1
Fengzhen Tang,Huanhuan Chen,1
Pedro Gutiérrez,Huanhuan Chen,1
Zhemin Zhu,Djoerd Hiemstra,1
Zhemin Zhu,Peter Apers,1
Zhemin Zhu,Andreas Wombacher,1
Djoerd Hiemstra,Peter Apers,1
Djoerd Hiemstra,Andreas Wombacher,1
Peter Apers,Andreas Wombacher,1
Raghvendra Mall,Rocco Langone,2
Rocco Langone,Lynn Houthuys,1
Meriem Azami,Carole Lartizien,2
Diego Peluffo-Ordóñez,Juan Alvarado-Pérez,1
Leonardo Silvestre,André Lemos,1
Leonardo Silvestre,João Braga,1
André Lemos,João Braga,1
Tommi Kärkkäinen,Alexandr Maslov,1
Tommi Kärkkäinen,Pekka Wartiainen,2
Tommi Kärkkäinen,Mirka Saarela,1
Tommi Kärkkäinen,Paavo Nieminen,2
Tommi Kärkkäinen,Jan Hänninen,1
Tommi Kärkkäinen,Joonas Hämäläinen,5
Tommi Kärkkäinen,Susanne Jauhiainen,1
Tommi Kärkkäinen,Tuomo Rossi,1
Tommi Kärkkäinen,Marko Niemelä,1
Tommi Kärkkäinen,Sami Äyrämö,1
Tommi Kärkkäinen,Jussi Rasku,1
Tommi Kärkkäinen,Nysret Musliu,1
Tommi Kärkkäinen,Jarno Kansanaho,1
Tommi Kärkkäinen,Antti Pihlajamäki,1
Tommi Kärkkäinen,Joakim Linja,2
Tommi Kärkkäinen,Sami Malola,1
Tommi Kärkkäinen,Hannu Häkkinen,1
Alexandr Maslov,Pekka Wartiainen,1
Herbert Kruitbosch,Ioannis Giotis,1
Carlos Mantas,Joaquín Abellán,1
Abel Cuadrado,Daniel Pérez,3
Abel Cuadrado,Francisco García,1
Abel Cuadrado,Diego García,7
Abel Cuadrado,Manuel Domínguez,2
Abel Cuadrado,José Enguita,5
Abel Cuadrado,Ana González,2
Abel Cuadrado,María Chiara,3
Abel Cuadrado,Nuria Valdés,3
Abel Cuadrado,Jorge Menéndez,1
Abel Cuadrado,Daniel Peña,1
Abel Cuadrado,José Rodríguez,1
Daniel Pérez,Francisco García,1
Daniel Pérez,Diego García,2
Daniel Pérez,Manuel Domínguez,2
Benjamin Paassen,Christina Göpfert,1
Benjamin Paassen,Filippo Bianchi,1
Benjamin Paassen,Cesare Alippi,1
Benjamin Paassen,Rui Liu,1
Rafael Lima De Carvalho,Félix Mora-Camino,1
Félix Mora-Camino,Daniel Do Nascimento,1
Félix Mora-Camino,Rafael De Carvalho,1
Michael Leuenberger,Jean Golay,1
D Nebel,M Kaden,1
M Kaden,K Domaschke,1
M Kaden,A Villmann,2
M Kaden,S Saralajew,1
M Kaden,J Ravichandran,1
M Kaden,A Engelsberger,2
M Kaden,R Schubert,3
M Kaden,M Bakhtiari,1
M Kaden,L Schwarz,1
M Kaden,S Lövdal,1
M Kaden,E Van Den Brandhof,1
João Fausto,Lorenzato De Oliveira,1
