source,target,weight
Viviana Mariani,Nathan Mendes,1
Viviana Mariani,Divani Da,1
Viviana Mariani,S Carvalho,1
Viviana Mariani,Leandro Dos,2
Viviana Mariani,Santos Coelho,2
Viviana Mariani,Luiza Scapinello,1
Viviana Mariani,Aquino Da Silva,1
Viviana Mariani,Leonardo Alexandre De Geus,1
Nathan Mendes,Divani Da,1
Nathan Mendes,S Carvalho,1
Divani Da,S Carvalho,1
Aurore Payen,Ludovic Journaux,2
Aurore Payen,Clément Delion,2
Aurore Payen,Lucile Sautot,2
Aurore Payen,Bruno Faivre,1
Aurore Payen,Emmanuel Chevigny,1
Aurore Payen,Pierre Curmi,1
Ludovic Journaux,Clément Delion,2
Ludovic Journaux,Lucile Sautot,3
Ludovic Journaux,Bruno Faivre,1
Ludovic Journaux,Emmanuel Chevigny,1
Ludovic Journaux,Pierre Curmi,1
Ludovic Journaux,Yasir Hamid,1
Ludovic Journaux,Bushra Nabi,1
Ludovic Journaux,M Sugumaran,1
Ludovic Journaux,Edouard Couplet,2
Ludovic Journaux,Pierre Lambert,2
Ludovic Journaux,Dounia Mulders,2
Ludovic Journaux,Cyril De Bodt,2
Ludovic Journaux,Pierre Merveille,1
Clément Delion,Lucile Sautot,2
Clément Delion,Bruno Faivre,1
Clément Delion,Emmanuel Chevigny,1
Clément Delion,Pierre Curmi,1
Lucile Sautot,Bruno Faivre,1
Lucile Sautot,Emmanuel Chevigny,1
Lucile Sautot,Pierre Curmi,1
Lucile Sautot,Yasir Hamid,1
Lucile Sautot,Bushra Nabi,1
Lucile Sautot,M Sugumaran,1
Emmanuel Chevigny,Pierre Curmi,1
Kishore Konda,Pramod Chandrashekhariah,1
Kishore Konda,Roland Memisevic,1
Kishore Konda,Jochen Triesch,1
Pramod Chandrashekhariah,Roland Memisevic,1
Pramod Chandrashekhariah,Jochen Triesch,1
Roland Memisevic,Jochen Triesch,1
Roland Memisevic,Harm De Vries,1
Roland Memisevic,Aaron Courville,1
Jochen Triesch,Markus Ernst,1
Jochen Triesch,Zhengyang Yu,1
Jochen Triesch,Francisco López,1
Woubishet Taffese,Esko Sistonen,2
Woubishet Taffese,Jari Puttonen,2
Esko Sistonen,Jari Puttonen,2
Samuel Branders,Arthur Ooghe,1
Samuel Branders,Alvaro Pereira,1
Hongliang Zhong,Liva Ralaivola,1
Liva Ralaivola,Onkar Pandit,1
Liva Ralaivola,Pascal Denis,1
Beatriz Remeseiro,Manuel Penedo,1
Beatriz Remeseiro,Aurélio Campilho,1
Beatriz Remeseiro,Konstantinos Sechidis,1
Beatriz Remeseiro,Roger Bagué-Masanés,1
Beatriz Remeseiro,Eva Blanco-Mallo,1
Manuel Penedo,Alba Fernández,1
Manuel Penedo,Marcos Ortega,1
Alba Fernández,Marcos Ortega,1
Marcos Ortega,Iago Otero,1
Marcos Ortega,Plácido Vidal,1
Marcos Ortega,Joaquim De Moura,1
Marcos Ortega,Jorge Novo,1
Marcos Ortega,Shaon Sutradhar,1
Marcos Ortega,José Rouco,1
Nicolae-Bogdan ¸ara,Rasmus Halland,1
Nicolae-Bogdan ¸ara,Stephen Alstrup,1
Rasmus Halland,Stephen Alstrup,1
Stephen Alstrup,Magnus Stavngaard,1
Stephen Alstrup,August Sørensen,1
Stephen Alstrup,Stephan Lorenzen,1
Stephen Alstrup,Niklas Hjuler,1
W Maciel,C Vasconcelos,1
W Maciel,P Silva,1
W Maciel,M Gattass,1
C Vasconcelos,P Silva,1
C Vasconcelos,M Gattass,1
P Silva,M Gattass,1
Carlos Alaíz,Ángela Fernández,2
Carlos Alaíz,Alejandro Catalina,1
Ángela Fernández,Neta Rabin,2
Ángela Fernández,Dalia Fishelov,1
Ángela Fernández,Ben Hen,1
Guifang Zhou,Wen Huang,1
Guifang Zhou,Kyle Gallivan,1
Guifang Zhou,Paul Van Dooren,1
Wen Huang,Kyle Gallivan,1
Wen Huang,Paul Van Dooren,1
Kyle Gallivan,Paul Van Dooren,1
Kyle Gallivan,Shuyu Dong,1
Aurélia Léon,Ludovic Denoyer,1
Ludovic Denoyer,Ali Ziat,1
Ludovic Denoyer,Gabriella Contardo,1
Ludovic Denoyer,Nicolas Baskiotis,1
Ludovic Denoyer,Qi Wang,1
Ludovic Denoyer,Mickael Chen,1
Ludovic Denoyer,Thierry Artières,1
Ludovic Denoyer,Perrine Cribier-Delande,1
Ludovic Denoyer,Raphael Puget,1
Ludovic Denoyer,Vincent Guigue,1
Ali Ziat,Gabriella Contardo,1
Ali Ziat,Nicolas Baskiotis,1
Gabriella Contardo,Nicolas Baskiotis,1
Nicolas Baskiotis,Emeric Tonnelier,1
Nicolas Baskiotis,Vincent Guigue,1
Nicolas Baskiotis,Patrick Gallinari,1
M Abdel-Sayed,D Duclos,1
M Abdel-Sayed,G Faÿ,1
M Abdel-Sayed,M Mougeot,1
D Duclos,G Faÿ,1
D Duclos,M Mougeot,1
G Faÿ,M Mougeot,1
Martin Mundt,Sebastian Blaes,1
Jonas Degrave,Sander Dieleman,1
Jonas Degrave,Joni Dambre,1
Sander Dieleman,Joni Dambre,1
Joni Dambre,Iryna Korshunova,1
Joni Dambre,Yarin Gal,1
Joni Dambre,Arthur Gretton,1
Joni Dambre,Benedikt Vettelschoss,1
Joni Dambre,Matthias Freiberger,1
Joni Dambre,Jérôme Fink,1
Joni Dambre,Mathieu De Coster,1
Christina Göpfert,Lukas Pfannschmidt,1
Silvia Sanromà,Antonio Moreno,1
Silvia Sanromà,Aida Valls,1
Silvia Sanromà,Pedro Romero,1
Silvia Sanromà,Sofia De La Riva,1
Silvia Sanromà,Ramon Sagarra,1
Antonio Moreno,Aida Valls,1
Antonio Moreno,Pedro Romero,1
Antonio Moreno,Sofia De La Riva,1
Antonio Moreno,Ramon Sagarra,1
Aida Valls,Pedro Romero,1
Aida Valls,Sofia De La Riva,1
Aida Valls,Ramon Sagarra,1
Pedro Romero,Sofia De La Riva,1
Pedro Romero,Ramon Sagarra,1
Sofia De La Riva,Ramon Sagarra,1
Mirko Polato,Ivano Lauriola,1
Mirko Polato,Alberto Gallinaro,1
Mirko Polato,Luca Bergamin,1
Mirko Polato,Tommaso Carraro,1
Mirko Polato,Giovanni Bonetta,1
Mirko Polato,Davide Zago,1
Mirko Polato,Rossella Cancelliere,1
Mirko Polato,Bernardo Magnini,1
Mirko Polato,Samuele Fonio,1
Mirko Polato,Roberto Esposito,1
Harm De Vries,Aaron Courville,1
Paavo Nieminen,Antti Pihlajamäki,1
Paavo Nieminen,Joakim Linja,1
Paavo Nieminen,Joonas Hämäläinen,1
Paavo Nieminen,Sami Malola,1
Paavo Nieminen,Hannu Häkkinen,1
Michael Herman,Tobias Gindele,1
Michael Herman,Jörg Wagner,4
Michael Herman,Felix Schmitt,1
Michael Herman,Wolfram Burgard,1
Michael Herman,Volker Fischer,3
Tobias Gindele,Jörg Wagner,1
Tobias Gindele,Felix Schmitt,1
Tobias Gindele,Wolfram Burgard,1
Jörg Wagner,Felix Schmitt,1
Jörg Wagner,Wolfram Burgard,1
Jörg Wagner,Volker Fischer,3
Felix Schmitt,Wolfram Burgard,1
Wolfram Burgard,Lukas Enderich,1
Wolfram Burgard,Fabian Timm,1
Wolfram Burgard,Gmbh -Automated Research,1
Pantita Palittapongarnpim,Barry Sanders,1
Barry Sanders,Archismita Dalal,1
Barry Sanders,Eduardo Páez,1
Barry Sanders,Shakib Vedaie,1
Luiza Mici,Xavier Hinaut,1
Xavier Hinaut,Johannes Twiefel,1
Romain Huet,Nicolas Courty,1
Romain Huet,Sébastien Lefèvre,1
Nicolas Courty,Sébastien Lefèvre,1
Tijl De Bie,Jefrey Lijffijt,1
Tijl De Bie,Raúl Santos-Rodríguez,1
Tijl De Bie,Bo Kang,1
Tijl De Bie,Raphaël Romero,1
Jefrey Lijffijt,Raúl Santos-Rodríguez,1
Jefrey Lijffijt,Bo Kang,1
Raúl Santos-Rodríguez,Bo Kang,1
Raúl Santos-Rodríguez,Ryan Mcconville,1
Raúl Santos-Rodríguez,Niall Twomey,1
Michael Siers,Zahidul Islam,1
Juliano Pierezan,Lucas Weihmann,1
Juliano Pierezan,Gilberto Reynoso-Meza,1
Juliano Pierezan,Leandro Dos,1
Lucas Weihmann,Gilberto Reynoso-Meza,1
Lucas Weihmann,Leandro Dos,1
Gilberto Reynoso-Meza,Leandro Dos,1
Leandro Dos,Samuel Giatti Da,1
Leandro Dos,Silva Filho,1
Leandro Dos,Roberto Zanetti Freire,1
Leandro Dos,Santos Coelho,6
Leandro Dos,João Victor,1
Leandro Dos,Bruneti Severino,1
Leandro Dos,Alessandro Zimmer,1
Leandro Dos,Henrique Matheus,1
Leandro Dos,Molin Dal,1
Leandro Dos,Ribeiro,1
Leandro Dos,Sinvaldo Rodrigues Moreno,1
Leandro Dos,Ramon Gomes Da Silva,1
Leandro Dos,José Kleinubing Larcher,1
Leandro Dos,Cristiane Canton,1
Leandro Dos,Viviana Cocco Mariani,1
Leandro Dos,Luiza Scapinello,1
Leandro Dos,Aquino Da Silva,1
Leandro Dos,Leonardo Alexandre De Geus,1
Pekka Siirtola,Heli Koskimäki,3
Pekka Siirtola,Juha Röning,4
Pekka Siirtola,Jukka Komulainen,1
Pekka Siirtola,Vili Kellokumpu,1
Pekka Siirtola,Anusha Ihalapathirana,1
Pekka Siirtola,Gunjan Chandra,1
Pekka Siirtola,Piia Lavikainen,1
Pekka Siirtola,Satu Tamminen,1
Pekka Siirtola,Nirzor Talukder,1
Pekka Siirtola,Janne Martikainen,1
Heli Koskimäki,Juha Röning,3
Juha Röning,Anusha Ihalapathirana,1
Juha Röning,Gunjan Chandra,1
Juha Röning,Piia Lavikainen,1
Juha Röning,Satu Tamminen,1
Juha Röning,Nirzor Talukder,1
Juha Röning,Janne Martikainen,1
Neta Rabin,Dalia Fishelov,1
Neta Rabin,Ben Hen,1
Borja Seijo-Pardo,Kristin Bennett,1
Borja Seijo-Pardo,Isabelle Guyon,1
Borja Seijo-Pardo,Julie Josse,1
Borja Seijo-Pardo,Mehreen Saeed,1
L Morán-Fernández,V Bolón-Canedo,2
L Morán-Fernández,A Alonso-Betanzos,2
V Bolón-Canedo,A Alonso-Betanzos,2
A Alonso-Betanzos,D Fernandez-Francos,1
A Alonso-Betanzos,O Fontenla-Romero,1
A Alonso-Betanzos,G Brown,1
Parastou Fabrizio Costa,Robert Kohvaei,1
Parastou Fabrizio Costa,Kleinkauf,1
Robert Kohvaei,Kleinkauf,1
Isaac Fernández-Varela,Elena Hernández-Pereira,3
Isaac Fernández-Varela,Diego Álvarez-Estévez,2
Isaac Fernández-Varela,Vicente Moret-Bonillo,3
Isaac Fernández-Varela,Dimitrios Athanasakis,1
Isaac Fernández-Varela,Samuel Parsons,1
Elena Hernández-Pereira,Diego Álvarez-Estévez,2
Elena Hernández-Pereira,Vicente Moret-Bonillo,3
Elena Hernández-Pereira,Dimitrios Athanasakis,1
Elena Hernández-Pereira,Samuel Parsons,1
Elena Hernández-Pereira,David Vázquez-Lema,1
Elena Hernández-Pereira,Eduardo Mosqueira-Rey,1
Elena Hernández-Pereira,Alejandro Esteban Martínez,1
Elena Hernández-Pereira,David Esteban Martínez,1
Elena Hernández-Pereira,Julio Hernández-Castro,1
Elena Hernández-Pereira,A Coruña -Spain,1
Diego Álvarez-Estévez,Vicente Moret-Bonillo,2
Vicente Moret-Bonillo,Dimitrios Athanasakis,1
Vicente Moret-Bonillo,Samuel Parsons,1
Gaëlle Loosli,Ismaila Seck,1
Adrien Bibal,Rebecca Marion,1
Adrien Bibal,Minh Vu,1
Adrien Bibal,Géraldin Nanfack,1
Luis Gonçalves,Jorge Novo,1
Luis Gonçalves,Aurélio Campilho,1
Jorge Novo,Aurélio Campilho,1
Jorge Novo,Iago Otero,1
Jorge Novo,Plácido Vidal,1
Jorge Novo,Joaquim De Moura,1
Zahra Karevan,Yunlong Feng,1
Cagatay Turkay,Aidan Slingsby,1
Cagatay Turkay,Kaisa Lahtinen,1
Cagatay Turkay,Sarah Butt,1
Cagatay Turkay,Jason Dykes,1
Aidan Slingsby,Kaisa Lahtinen,1
Aidan Slingsby,Sarah Butt,1
Aidan Slingsby,Jason Dykes,1
Kaisa Lahtinen,Sarah Butt,1
Kaisa Lahtinen,Jason Dykes,1
Sarah Butt,Jason Dykes,1
Alban Laflaquière,Garcia Ortiz,1
Alban Laflaquière,Ahmed Faraz Khan,1
Garcia Ortiz,Ahmed Faraz Khan,1
N Sauwen,M Acou,1
N Sauwen,H Bharath,1
N Sauwen,D Sima,1
N Sauwen,J Veraart,1
N Sauwen,F Maes,1
N Sauwen,U Himmelreich,1
N Sauwen,E Achten,1
M Acou,H Bharath,1
M Acou,D Sima,1
M Acou,J Veraart,1
M Acou,F Maes,1
M Acou,U Himmelreich,1
M Acou,E Achten,1
H Bharath,D Sima,1
H Bharath,J Veraart,1
H Bharath,F Maes,1
H Bharath,U Himmelreich,1
H Bharath,E Achten,1
D Sima,J Veraart,1
D Sima,F Maes,1
D Sima,U Himmelreich,1
D Sima,E Achten,1
J Veraart,F Maes,1
J Veraart,U Himmelreich,1
J Veraart,E Achten,1
F Maes,U Himmelreich,1
F Maes,E Achten,1
U Himmelreich,E Achten,1
Gueorgui Pironkov,Stéphane Dupont,1
Gueorgui Pironkov,Thierry Dutoit,1
Stéphane Dupont,Thierry Dutoit,1
Stéphane Dupont,Bastien Vanderplaetse,1
Stéphane Dupont,Xavier Siebert,1
Stéphane Dupont,Maksym Iakovenko,1
Cynthia Faure,Jean-Marc Bardet,1
Fabio Rangel,Fabrício Firmino,3
Fabio Rangel,Priscila Machado,1
Fabio Rangel,Vieira Lima,1
Fabio Rangel,Jonice Oliveira,2
Fabio Rangel,Bernardo Stearns,1
Fabio Rangel,Flavio Rangel,1
Fabio Rangel,Fabrício Firmino De Faria,1
Fabio Rangel,Daniel Vieira,1
Fabio Rangel,Joao Paixao,1
Fabio Rangel,Leandro Santiago,1
Fabio Rangel,Leticia Verona,1
Fabio Rangel,Daniel Menasche,1
Fabio Rangel,Wouter Caarls,1
Fabio Rangel,Mauricio Breternitz,1
Fabio Rangel,Sandip Kundu,1
Fabrício Firmino,Priscila Machado,1
Fabrício Firmino,Vieira Lima,1
Fabrício Firmino,Jonice Oliveira,1
Fabrício Firmino,Daniel Vieira,1
Fabrício Firmino,Joao Paixao,1
Fabrício Firmino,Leandro Santiago,1
Fabrício Firmino,Leticia Verona,1
Fabrício Firmino,Daniel Menasche,1
Fabrício Firmino,Wouter Caarls,1
Fabrício Firmino,Mauricio Breternitz,1
Fabrício Firmino,Sandip Kundu,1
Priscila Machado,Vieira Lima,2
Priscila Machado,Jonice Oliveira,1
Priscila Machado,Luis Kopp,1
Priscila Machado,José Barbosa Da,1
Priscila Machado,Silva Filho,1
Priscila Machado,Claudio Miceli De Farias,1
Vieira Lima,Jonice Oliveira,1
Vieira Lima,Luis Kopp,1
Vieira Lima,José Barbosa Da,1
Vieira Lima,Silva Filho,1
Vieira Lima,Claudio Miceli De Farias,1
Jonice Oliveira,Bernardo Stearns,1
Jonice Oliveira,Flavio Rangel,1
Jonice Oliveira,Fabrício Firmino De Faria,1
Thiago De,Paulo Faleiros,1
Thiago De,Alneu De,1
Thiago De,Andrade Lopes,1
Paulo Faleiros,Alneu De,1
Paulo Faleiros,Andrade Lopes,1
Alneu De,Andrade Lopes,1
Estelle Massart,Julien Hendrickx,2
Estelle Massart,Pierre-Yves Gousenbourger,2
Estelle Massart,Antoni Musolas,1
Estelle Massart,Laurent Jacques,1
Estelle Massart,Youssef Marzouk,1
Estelle Massart,Nguyen Son,1
Estelle Massart,Tatjana Stykel,1
Estelle Massart,Vinayak Abrol,1
Julien Hendrickx,Pierre-Yves Gousenbourger,1
Julien Hendrickx,Antoni Musolas,1
Julien Hendrickx,Laurent Jacques,1
Julien Hendrickx,Youssef Marzouk,1
Julien Hendrickx,Georgios Birpoutsoukis,1
Dominik Sacha,Michael Sedlmair,1
Dominik Sacha,Leishi Zhang,1
Dominik Sacha,Daniel Weiskopf,1
Dominik Sacha,Stephen North,1
Dominik Sacha,Daniel Keim,1
Michael Sedlmair,Leishi Zhang,1
Michael Sedlmair,Daniel Weiskopf,1
Michael Sedlmair,Stephen North,1
Michael Sedlmair,Daniel Keim,1
Michael Sedlmair,Rene Cutura,1
Michael Sedlmair,Stefan Holzer,1
Leishi Zhang,Daniel Weiskopf,1
Leishi Zhang,Stephen North,1
Leishi Zhang,Daniel Keim,1
Daniel Weiskopf,Stephen North,1
Daniel Weiskopf,Daniel Keim,1
Stephen North,Daniel Keim,1
Daniel Keim,Udo Schlegel,1
Daniel Keim,Eren Cakmak,1
Daniel Keim,Juri Buchmüller,1
Samaneh Nasiri,Ghosheh Bolagh,1
Samaneh Nasiri,Mohammad Shamsollahi,1
Ghosheh Bolagh,Mohammad Shamsollahi,1
Ryo Karakida,Masato Okada,1
Ryo Karakida,Shun-Ichi Amari,1
Masato Okada,Shun-Ichi Amari,1
Raúl Casaña-Eslava,Ian Jarman,1
Sappadla Prateek Veeranna,Jinseok Nam,1
Sappadla Prateek Veeranna,Eneldo Mencía,1
Sappadla Prateek Veeranna,Johannes Fürnkranz,1
Jinseok Nam,Eneldo Mencía,1
Jinseok Nam,Johannes Fürnkranz,1
Eneldo Mencía,Johannes Fürnkranz,1
Johannes Fürnkranz,Lukas Fleckenstein,1
Johannes Fürnkranz,Sebastian Kauschke,1
Mauro Dragone,Roberto Guzman,1
Bruno Dumas,Sacha Corbugy,1
Bruno Dumas,Thibaut Septon,1
Bruno Dumas,Benoit Frenay,1
Bruno Dumas,Robin Ghyselinck,2
Bruno Dumas,Jérôme Fink,1
Bruno Dumas,Benoît Frenay,1
Bruno Dumas,Valentin Delchevalerie,1
Claire Adam-Bourdarios,Glen Cowan,1
Claire Adam-Bourdarios,Cécile Germain,1
Claire Adam-Bourdarios,Isabelle Guyon,1
Claire Adam-Bourdarios,Balàzs Kégl,1
Claire Adam-Bourdarios,David Rousseau,1
Glen Cowan,Cécile Germain,1
Glen Cowan,Isabelle Guyon,1
Glen Cowan,Balàzs Kégl,1
Glen Cowan,David Rousseau,1
Cécile Germain,Isabelle Guyon,2
Cécile Germain,Balàzs Kégl,1
Cécile Germain,David Rousseau,2
Cécile Germain,Victor Estrade,1
Isabelle Guyon,Balàzs Kégl,1
Isabelle Guyon,David Rousseau,2
Isabelle Guyon,Kristin Bennett,3
Isabelle Guyon,Julie Josse,1
Isabelle Guyon,Mehreen Saeed,1
Isabelle Guyon,Benjamin Donnot,1
Isabelle Guyon,Marc Schoenauer,1
Isabelle Guyon,Antoine Marot,1
Isabelle Guyon,Patrick Panciatici,1
Isabelle Guyon,Victor Estrade,1
Isabelle Guyon,Andrew Yale,1
Isabelle Guyon,Saloni Dash,2
Isabelle Guyon,Ritik Dutta,1
Isabelle Guyon,Adrien Pavao,3
Isabelle Guyon,Karan Bhanot,1
Isabelle Guyon,Joe Pedersen,1
Isabelle Guyon,Michael Vaccaro,1
Isabelle Guyon,Zhengying Liu,1
Isabelle Guyon,Romain Egelé,1
Isabelle Guyon,Yixuan Sun,1
Isabelle Guyon,Prasanna Balaprakash,1
Balàzs Kégl,David Rousseau,1
David Rousseau,Victor Estrade,1
Diego Mesquita,Antonio Neto,1
Diego Mesquita,José Queiroz Neto,1
Diego Mesquita,João Gomes,3
Diego Mesquita,Leonardo Rodrigues,2
Diego Mesquita,Amauri Souza Junior,1
Diego Mesquita,Tommi Karkkainen,1
Diego Mesquita,Erik Jhones,1
Diego Mesquita,F Do Nascimento,1
Diego Mesquita,Amauri Souza,1
Antonio Neto,José Queiroz Neto,1
Antonio Neto,João Gomes,1
Antonio Neto,Leonardo Rodrigues,1
José Queiroz Neto,João Gomes,1
José Queiroz Neto,Leonardo Rodrigues,1
João Gomes,Leonardo Rodrigues,2
João Gomes,Amauri Souza Junior,1
João Gomes,Tommi Karkkainen,1
João Gomes,Madson Dias,1
João Gomes,Lucas Sousa,1
João Gomes,César Mattos,1
João Gomes,T Kärkkäinen,1
João Gomes,Francisco Pereira,1
João Gomes,Hélio Silva,1
João Gomes,Javam Machado,1
Plamen Angelov,Bernardo Ramos,1
Plamen Angelov,Tiago Coelho,1
Ricardo Alvear-Sandoval,Aníbal Figueiras-Vidal,1
Lynn Houthuys,Steven Michiels,1
Lynn Houthuys,Cédric De Schryver,1
Lynn Houthuys,Frederik Vogeler,1
Lynn Houthuys,Frederik Desplentere,1
Frédéric Rayar,Sabine Barrat,1
Frédéric Rayar,Fatma Bouali,1
Sabine Barrat,Fatma Bouali,1
Giorgio Gnecco,Marco Gori,1
Giorgio Gnecco,Stefano Melacci,1
Giorgio Gnecco,Marcello Sanguineti,1
Marco Gori,Stefano Melacci,2
Marco Gori,Marcello Sanguineti,1
Marco Gori,Alessandro Betti,1
Stefano Melacci,Marcello Sanguineti,1
Stefano Melacci,Alessandro Betti,1
Albert Pla,Beatriz López,1
Albert Pla,Cristofor Nogueira,1
Albert Pla,Natalia Mordvaniuk,1
Albert Pla,Taco Blokhuis,1
Albert Pla,Herman Holtslag,1
Beatriz López,Cristofor Nogueira,1
Beatriz López,Natalia Mordvaniuk,1
Beatriz López,Taco Blokhuis,1
Beatriz López,Herman Holtslag,1
Cristofor Nogueira,Natalia Mordvaniuk,1
Cristofor Nogueira,Taco Blokhuis,1
Cristofor Nogueira,Herman Holtslag,1
Natalia Mordvaniuk,Taco Blokhuis,1
Natalia Mordvaniuk,Herman Holtslag,1
Taco Blokhuis,Herman Holtslag,1
Leonardo Banchi,Nicola Pancotti,1
Leonardo Banchi,Sougato Bose,1
Nicola Pancotti,Sougato Bose,1
L Brea,N Barreira,1
L Brea,N Sánchez,1
L Brea,A Mosquera,1
L Brea,C García-Resúa,1
L Brea,E Yebra-Pimentel,1
N Barreira,N Sánchez,1
N Barreira,A Mosquera,1
N Barreira,C García-Resúa,1
N Barreira,E Yebra-Pimentel,1
N Sánchez,A Mosquera,1
N Sánchez,C García-Resúa,1
N Sánchez,E Yebra-Pimentel,1
A Mosquera,C García-Resúa,1
A Mosquera,E Yebra-Pimentel,1
C García-Resúa,E Yebra-Pimentel,1
David Clifte,S Vieira,1
David Clifte,Ajalmar Rocha Neto,1
David Clifte,Antonio Wendell,1
David Clifte,O Rodrigues,1
S Vieira,Ajalmar Rocha Neto,1
S Vieira,Antonio Wendell,1
S Vieira,O Rodrigues,1
Ajalmar Rocha Neto,Antonio Wendell,1
Ajalmar Rocha Neto,O Rodrigues,1
Antonio Wendell,O Rodrigues,1
Francisco Cruz,Cristian Millán,1
Francisco Cruz,Bruno Fernandes,1
María Téllez-Plaza,Josep Redón,1
Vedran Dunjko,Jacob Taylor,1
Vedran Dunjko,Hans Briegel,1
Jacob Taylor,Hans Briegel,1
Trevor Barron,Matthew Whitehead,1
R Langone,R Mall,1
R Langone,V Jumutc,1
R Mall,V Jumutc,1
Julien Rebetez,Héctor Satizábal,1
Julien Rebetez,Matteo Mota,1
Julien Rebetez,Dorothea Noll,1
Julien Rebetez,Lucie Büchi,1
Julien Rebetez,Marina Wendling,1
Julien Rebetez,Bertrand Cannelle,1
Julien Rebetez,Andres Perez-Uribe,1
Julien Rebetez,Stéphane Burgos,1
Héctor Satizábal,Matteo Mota,1
Héctor Satizábal,Dorothea Noll,1
Héctor Satizábal,Lucie Büchi,1
Héctor Satizábal,Marina Wendling,1
Héctor Satizábal,Bertrand Cannelle,1
Héctor Satizábal,Andres Perez-Uribe,1
Héctor Satizábal,Stéphane Burgos,1
Matteo Mota,Dorothea Noll,1
Matteo Mota,Lucie Büchi,1
Matteo Mota,Marina Wendling,1
Matteo Mota,Bertrand Cannelle,1
Matteo Mota,Andres Perez-Uribe,1
Matteo Mota,Stéphane Burgos,1
Dorothea Noll,Lucie Büchi,1
Dorothea Noll,Marina Wendling,1
Dorothea Noll,Bertrand Cannelle,1
Dorothea Noll,Andres Perez-Uribe,1
Dorothea Noll,Stéphane Burgos,1
Lucie Büchi,Marina Wendling,1
Lucie Büchi,Bertrand Cannelle,1
Lucie Büchi,Andres Perez-Uribe,1
Lucie Büchi,Stéphane Burgos,1
Marina Wendling,Bertrand Cannelle,1
Marina Wendling,Andres Perez-Uribe,1
Marina Wendling,Stéphane Burgos,1
Bertrand Cannelle,Andres Perez-Uribe,1
Bertrand Cannelle,Stéphane Burgos,1
Andres Perez-Uribe,Stéphane Burgos,1
Felipe Martins,Marc De Groot,1
Felipe Martins,Xeryus Stokkel,1
Felipe Martins,Marco Wiering,1
Marc De Groot,Xeryus Stokkel,1
Marc De Groot,Marco Wiering,1
Xeryus Stokkel,Marco Wiering,1
Marco Wiering,Michiel Van Der Ree,1
Marco Wiering,Jos Roerdink,1
Marco Wiering,Christophe Phillips,1
Marco Wiering,Gaëtan Garraux,1
Marco Wiering,Eric Salmon,1
Tung Pham,Trung Le,1
Tung Pham,Thai Le,1
Trung Le,Thai Le,1
Xiucai Ye,Kaiyang Ji,1
Xiucai Ye,Tetsuya Sakurai,1
Kaiyang Ji,Tetsuya Sakurai,1
Nooshin Maghsoodi,Hossein Sameti,1
Nooshin Maghsoodi,Hossein Zeinali,1
Hossein Sameti,Hossein Zeinali,1
Sofia Fernandes,Renato Socodato,1
Sofia Fernandes,Luís Silva,1
Renato Socodato,Luís Silva,1
Victor Mocioiu,Nuno Pedrosa De Barros,1
Victor Mocioiu,Johannes Slotboom,1
Victor Mocioiu,Urspeter Knecht,1
Nuno Pedrosa De Barros,Johannes Slotboom,1
Nuno Pedrosa De Barros,Urspeter Knecht,1
Johannes Slotboom,Urspeter Knecht,1
Bruno Ordozgoiti,Sandra Canaval,2
Bruno Ordozgoiti,Alberto Mozo,3
Bruno Ordozgoiti,Bo Zhu,1
Bruno Ordozgoiti,Udi Margolin,1
Bruno Ordozgoiti,Elisha Rosensweig,1
Bruno Ordozgoiti,Itai Segall,1
Sandra Canaval,Alberto Mozo,2
Sandra Canaval,Udi Margolin,1
Sandra Canaval,Elisha Rosensweig,1
Sandra Canaval,Itai Segall,1
Alberto Mozo,Bo Zhu,1
Alberto Mozo,Udi Margolin,1
Alberto Mozo,Elisha Rosensweig,1
Alberto Mozo,Itai Segall,1
Soufiane Belharbi,Clément Chatelain,1
Soufiane Belharbi,Sébastien Adam,1
Clément Chatelain,Sébastien Adam,1
Christoph Käding,Erik Rodner,1
Christoph Käding,Alexander Freytag,1
Christoph Käding,Joachim Denzler,1
Erik Rodner,Alexander Freytag,1
Erik Rodner,Joachim Denzler,1
Alexander Freytag,Joachim Denzler,1
Joonas Hämäläinen,Tuomo Rossi,1
Joonas Hämäläinen,Antti Pihlajamäki,1
Joonas Hämäläinen,Joakim Linja,2
Joonas Hämäläinen,Sami Malola,1
Joonas Hämäläinen,Hannu Häkkinen,1
Matthieu Zimmer,Boniface Yann,1
Matthieu Zimmer,Alain Dutech,1
Boniface Yann,Alain Dutech,1
Alain Dutech,Antonin Calba,1
Pierre-Yves Gousenbourger,Paul Striewski,1
Pierre-Yves Gousenbourger,Benedikt Wirth,1
Pierre-Yves Gousenbourger,Antoni Musolas,1
Pierre-Yves Gousenbourger,Laurent Jacques,1
Pierre-Yves Gousenbourger,Youssef Marzouk,1
Pierre-Yves Gousenbourger,Nguyen Son,1
Pierre-Yves Gousenbourger,Tatjana Stykel,1
Paul Striewski,Benedikt Wirth,1
Pierre-Xavier Loeffel,Christophe Marsala,1
Pierre-Xavier Loeffel,Marcin Detyniecki,1
Christophe Marsala,Marcin Detyniecki,1
Tom Diethe,Niall Twomey,2
Tom Diethe,Peter Flach,2
Tom Diethe,Haoyan Chen,1
Niall Twomey,Peter Flach,2
Niall Twomey,Raul Santos-Rodriguez,1
Niall Twomey,Haoyan Chen,1
Niall Twomey,Ryan Mcconville,1
