Author,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,community
Indro Spinelli,0.000859106529209622,3.2267317812931652e-06,0.05357240261511248,0.00023299498587607166,0.04024593888759102,14
Carlos Eiras-Franco,0.000859106529209622,3.428839553657138e-05,0.03640536878698755,2.0484799909061636e-05,0.04024593888759102,17
Antonio Padua Braga,0.000572737686139748,0.0,0.05719813471682857,0.00022029603680172443,0.037037037037037035,15
P Schneider,0.003436426116838488,0.0012236505391215442,0.05217682579649865,1.6880858187281e-05,0.023506531416417165,22
Joan Cabestany,0.003150057273768614,0.0011587544205548216,0.05703807409292964,0.018056983283302564,0.018534400902386318,5
Patrick Panciatici,0.001145475372279496,0.0,0.04047970795730695,2.587872825463828e-06,0.037037037037037035,17
Henrique Barbosa,0.00143184421534937,0.0,0.048789960590614974,4.859099980121644e-06,0.037037037037037035,15
Daniel Weiskopf,0.001718213058419244,0.0,0.05696306100847403,0.00025064423843209905,0.03703703703703704,12
José Everardo,0.000859106529209622,0.0,0.03240193567557018,1.1827323059223313e-10,0.037037037037037035,24
Alessandro Ghio,0.003436426116838488,4.232779233000715e-06,0.050058696924956306,0.27669269000288854,0.05397207047731781,5
André Lemos,0.000859106529209622,0.0,0.039078188802813524,3.313071133358023e-08,0.037037037037037035,15
Jerome Fellus,0.000572737686139748,0.0,0.02894547657794232,1.0459540405594155e-09,0.08479364759654309,11
Marika Kaden,0.001145475372279496,6.688050327608739e-05,0.048920838643872304,3.851849761879262e-05,0.030645573849794574,22
Giovanni Manca,0.001145475372279496,2.5593548850702568e-05,0.056590935834484324,0.000947000584715627,0.03976697265621857,10
Gaëlle Loosli,0.000572737686139748,0.0,0.03536500307354027,2.563999089758222e-10,0.037037037037037035,11
Wouter Lueks,0.001145475372279496,0.0,0.05519374006284605,0.0003573091103337017,0.07753257514424061,23
Mohammad Niknazar,0.000572737686139748,0.0,0.05098680107630187,5.349039112996218e-06,0.037037037037037035,4
Rick Van Veen,0.0020045819014891182,9.668220377356795e-06,0.05733062543258563,3.834899059909215e-05,0.039849162411448875,9
Ulrich Rückert,0.00143184421534937,0.00011203329917578929,0.047826956537549696,1.3985911127110397e-05,0.03042402334635515,23
Luca Oneto,0.012313860252004583,0.004397322734147475,0.0626140766379739,0.550953218409264,0.01422417748040446,5
P Stewart,0.002290950744558992,1.1892304691826079e-07,0.04497745328589662,2.306265103016205e-06,0.03738084794959639,22
Herbert Kruitbosch,0.000572737686139748,0.0,0.05062920808219572,1.5580393609337388e-05,0.037037037037037035,9
Iliana Cortés Pérez,0.000572737686139748,1.6734243479305132e-06,0.042563112653795296,4.60627336289909e-06,0.046663742588699,18
Dinh Tran,0.000572737686139748,6.165829065689707e-07,0.058969758358500254,0.00800710601555984,0.08708646991558361,14
Dimitri De Smet,0.000859106529209622,0.0,0.05695369824367974,0.00022490067317460302,0.037037037037037035,12
Juliana Alves,0.00143184421534937,0.0,0.048789960590614974,4.859099980121644e-06,0.037037037037037035,15
Maxime Berar,0.001145475372279496,0.00017718610742793693,0.0453304945204798,6.305948472359255e-07,0.03152619229480213,11
Michel Verleysen,0.012027491408934709,0.011673257527519363,0.06948191299670094,0.010766908764282414,0.008635113270549893,12
Alberto Gallinaro,0.000572737686139748,0.0010526168054056137,0.061155365357315125,0.0016442884947804551,0.0633324424695073,5
María Téllez-Plaza,0.00143184421534937,3.0351323957563273e-07,0.04210794751665422,2.4690369727332137e-05,0.04390517087846809,16
Stefan Faußer,0.000286368843069874,0.0,0.028164374552104975,4.2784562936671184e-13,0.0,0
Dieter Schramm,0.001145475372279496,0.0,0.04887943294040732,6.810001512449945e-07,0.037037037037037035,9
M Lautaro Hickmann,0.001145475372279496,0.0,0.03089943821246188,2.1442181877953564e-11,0.037037037037037035,0
Alejandro Castellanos,0.001145475372279496,0.0,0.03788196131130945,8.171558419664649e-06,0.037037037037037035,7
Michael Rose,0.000859106529209622,0.0,0.057028686654797156,0.00018141059342357088,0.037037037037037035,23
A Engelsberger,0.002290950744558992,4.016765305735175e-06,0.04500081819669448,3.3773688588377585e-05,0.03759285876981638,22
Udo Seiffert,0.004581901489117984,0.002840617863245958,0.056305866121960924,0.0006214020387921102,0.014385076259947754,23
Daniel Rodríguez-Martin,0.001718213058419244,0.0,0.048333979650515765,0.00039809452137000244,0.03703703703703704,5
Moritz Heusinger,0.000859106529209622,0.0,0.051973346349864634,8.212275557473175e-05,0.07172102624884123,9
I Jarman,0.001145475372279496,0.0,0.039273070397205886,6.113164128898139e-07,0.0641769854127445,22
Lisheng Sun-Hosoya,0.000859106529209622,0.0,0.040371233847669524,2.512912597622657e-06,0.037037037037037035,17
Jonas Vaquet,0.001718213058419244,0.0,0.051663381558751685,0.0004224816521948299,0.06040590563375237,23
Daniel Peña,0.00143184421534937,0.00020256639714069487,0.04898307889659988,5.3746651260811776e-05,0.0560108994290903,7
R Schubert,0.00286368843069874,4.896508697874503e-05,0.045018357816623035,4.951197639880935e-05,0.032427283829272846,22
Amparo Alonso-Betanzos,0.010595647193585338,0.006209795519755557,0.041128344227246004,0.0009676912632593716,0.006846275468453396,17
Yang Song,0.000859106529209622,0.0,0.052082714582075376,8.55894824201188e-05,0.037037037037037035,1
Florian Yger,0.00429553264604811,0.007086630249893221,0.05271661343595733,2.8722487312890663e-05,0.005773250159313163,11
Thibaut Septon,0.000859106529209622,0.0,0.04836771358382852,6.230534770024949e-06,0.037037037037037035,13
Jeremie Bogaert,0.00143184421534937,0.0,0.052020162155013885,0.00021867825558410136,0.040887719257701814,12
Guiseppe Longo,0.000859106529209622,9.668220377356795e-06,0.057292708352273077,3.5287174827717464e-05,0.056721914657919925,9
David Rohrschneider,0.000572737686139748,9.015163521449198e-05,0.044727804326132374,1.7360286655087006e-06,0.046663742588699,1
Jean-Marc Bardet,0.000859106529209622,0.0,0.045533022354079834,1.7990849720559037e-06,0.037037037037037035,20
Renjie Hu,0.001718213058419244,9.711882406634248e-05,0.05230283775313924,3.726939787926107e-05,0.027048309268200045,4
Jan Elting,0.001718213058419244,0.0,0.0506588158062204,1.695936781922409e-05,0.03703703703703704,9
Rainer Von Sachs,0.000572737686139748,0.0,0.04609022347892359,4.856697521498115e-07,0.037037037037037035,13
Samuel Branders,0.00143184421534937,0.00011941667495306112,0.05455932925752598,3.1968101632613305e-05,0.019481189073684714,13
Markus Kächele,0.001145475372279496,0.0001799751480078211,0.02817353444300736,4.463004934793527e-13,0.029504710800522343,0
Joan Vila-Francés,0.002290950744558992,2.7343535096903845e-08,0.03717878756593858,0.0003876869083888374,0.08649307671894713,16
Sarah Schröder,0.000859106529209622,1.1046509553716601e-05,0.052934051346554774,0.0002986484810172935,0.050706705577258586,23
Bertha Guijarro-Berdiñas,0.003722794959908362,0.0003336197600843858,0.0364436579842814,3.005402627295997e-05,0.02195334494754324,17
Robin Vogel,0.000859106529209622,0.0,0.044687425859498,5.905884102444758e-07,0.037037037037037035,20
Alvaro Pereira,0.000859106529209622,0.0,0.050459633044203804,5.309825969371606e-06,0.037037037037037035,13
Thomas Vanaret,0.000572737686139748,0.0,0.045247623415323526,6.199708014592912e-07,0.037037037037037035,20
Kodjo Amekoe,0.00143184421534937,3.2812242116284614e-08,0.040132765822857026,3.321233328987013e-08,0.040063409603081995,20
Aslı ¸elik,0.000859106529209622,3.776211640781098e-05,0.05343196609322244,0.0007826867212420861,0.0424969082754001,14
Simone Bonechi,0.003150057273768614,0.0014214582292683962,0.05274068494894178,0.0012117251389804917,0.02314406738810065,6
Markus Lange,0.0020045819014891182,0.0002661893141683589,0.03086640834799105,2.1920448021251524e-11,0.01594300564299734,0
Sami Khairy,0.000286368843069874,0.0,0.03587764548711405,5.034601442712973e-08,0.0,17
Giovanni Da San Martino,0.001145475372279496,1.698348187478151e-06,0.05267654303960893,0.011377265166157231,0.04274436875620077,14
Rui Liu,0.000572737686139748,2.8054467009423337e-06,0.058521584211205464,0.0002469445578654289,0.0,23
Juan Manuel,0.001718213058419244,0.0,0.048333979650515765,0.00039809452137000244,0.03703703703703704,5
Gilles Gasso,0.002290950744558992,0.0032585290774980657,0.04547326773156792,6.079022368040625e-07,0.011269632407129294,11
David Martínez-Rego,0.002290950744558992,1.2982383232480925e-05,0.03274178400402036,4.340433102770736e-05,0.025669646604518082,17
Antonio Mauro,0.000859106529209622,0.00031048038253542117,0.063742880815774,0.006163773162148093,0.06487513490109015,14
Evan Kriminger,0.001145475372279496,2.8427961670142635e-06,0.04071275997116056,2.377490887554283e-05,0.041371423581495564,17
Lorenzo Iovine,0.000859106529209622,1.8229023397935898e-08,0.0552025330754417,0.0001635794203428946,0.04024593888759102,1
Benoit Patra,0.000572737686139748,9.015163521449198e-05,0.051988942252745314,2.8474986725837213e-05,0.046663742588699,20
Michele Fontanesi,0.000572737686139748,4.48661838381698e-06,0.05446499530250669,0.0035106961128514177,0.05879263155437775,14
Giacomo Iadarola,0.001145475372279496,1.5907736644712727e-06,0.05578913220327605,0.004447148751370006,0.04141960460911542,14
Maarten Huijsmans,0.001145475372279496,8.559708768289558e-07,0.04948676094180913,1.0227348912082791e-05,0.03976697265621857,3
Alexandre Blansché,0.000859106529209622,0.0,0.04471049033736097,5.678574260028777e-07,0.037037037037037035,20
Eleftherios Spyromitros-Xioufis,0.000572737686139748,0.0,0.04028206232440683,2.3606614010135866e-06,0.037037037037037035,17
Lucas Sousa,0.00143184421534937,2.5781047377080763e-07,0.02952507669687692,5.443617950410948e-12,0.03799970759220323,24
Erkki Oja,0.000859106529209622,1.0363290644035848e-07,0.0549835449245553,2.732047630812991e-05,0.04938271604938271,4
Michael Vaccaro,0.000572737686139748,6.152295396803365e-07,0.040498632551957396,2.6370033297877203e-06,0.05341665075212623,17
M Riedel,0.000859106529209622,4.910603447699121e-05,0.052106210543540976,1.4146132381186672e-05,0.04712494559052024,22
Victor Mocioiu,0.0020045819014891182,0.00010716478275178316,0.054714400776022035,0.0005560434047141685,0.039787524337511884,10
Danilo Numeroso,0.000572737686139748,0.00018030327042898396,0.06174381684150883,0.003165146039782512,0.05341665075212623,14
Haibo He,0.000572737686139748,0.0,0.06138286981657175,0.0001339587306796823,0.037037037037037035,21
Jérôme Fink,0.002577319587628866,2.2172296956708867e-05,0.05026930220724612,7.748549823693856e-05,0.019918233857387065,13
Antonio Brau,0.000572737686139748,5.999171600260832e-05,0.054294312145808134,0.003248413826697018,0.07084930306564405,14
Andrea Burattin,0.000286368843069874,0.0,0.05850182341964335,0.003201893105738844,0.0,14
Frederico Coelho,0.0020045819014891182,0.0024860264844648802,0.057463731362279856,0.00022080357615885215,0.019400352733686066,15
Stefan Mautner,0.000572737686139748,0.0,0.05093433780898832,0.0002482736786090621,0.037037037037037035,14
Alexander Schulz,0.003722794959908362,0.00041043801988736086,0.05960885947265569,0.001544988421148811,0.02095748702721601,23
Tim Waegeman,0.000572737686139748,0.0,0.0474471176385797,5.594663282263153e-07,0.037037037037037035,13
A Backhaus,0.000859106529209622,4.910603447699121e-05,0.052106210543540976,1.4146132381186672e-05,0.04712494559052024,22
Gabriele Eusepi,0.001145475372279496,1.6406121058142307e-08,0.045218099975798974,5.065701478955265e-05,0.03864148796231403,6
Lluís Belanche,0.0020045819014891182,0.0008099701966404857,0.05472304171107826,0.00048663764266932384,0.005749419841084432,10
Jorge Menéndez,0.001145475372279496,0.00020256639714069487,0.04897615549322226,5.2655103366760135e-05,0.06866014102379249,7
Sander Dieleman,0.000859106529209622,0.0,0.04664238795457633,5.229053034200023e-07,0.037037037037037035,13
Thorsten Eisenhofer,0.001145475372279496,0.0,0.030797822425966362,2.1393488040892162e-11,0.037037037037037035,0
Bushra Nabi,0.00143184421534937,2.492275297961739e-05,0.05686957165838626,0.0002865799620543728,0.04031295978005488,12
Charles Bouveyron,0.002577319587628866,0.000395223207713056,0.04533642550236132,5.871615618976489e-06,0.010596301696990086,20
Alexander Krawczyk,0.000286368843069874,0.0,0.05206706237634073,8.218920150053202e-05,0.0,1
Simone Scardapane,0.0020045819014891182,6.440619393954545e-05,0.05416700017422972,0.0029021123239754824,0.016401420193076482,14
B Hammer,0.00143184421534937,3.28923196119267e-05,0.0450125097576705,4.1175831813744117e-05,0.03616228215473002,22
Jensun Ravichandran,0.000572737686139748,4.715939878778977e-05,0.05205923980086351,1.3048414342095949e-05,0.05341665075212623,22
Samuel Cognolato,0.00143184421534937,3.229879129057607e-06,0.05858094676492773,0.003992428582093683,0.03896237814736943,14
Marios Polycarpou,0.001718213058419244,0.0002982700675986817,0.061765828897423804,0.0002218481386082383,0.04730414303774276,23
Marika Kästner,0.000859106529209622,0.0,0.0448203725410099,2.94817110305215e-05,0.06462049032573645,22
Yasir Hamid,0.00143184421534937,2.492275297961739e-05,0.05686957165838626,0.0002865799620543728,0.04031295978005488,12
Abderrahim Sellami,0.001718213058419244,0.0,0.03715486812294097,9.221891886182794e-05,0.08657653256076676,16
Luca Scionis,0.001718213058419244,6.155576621015067e-05,0.05661867648930515,0.0010070946540961794,0.039412572024931244,10
María Rupérez-Moreno,0.000572737686139748,0.0,0.04836771358382852,5.2312903587138384e-05,0.037037037037037035,16
Leon Sindelar,0.001145475372279496,0.0,0.05703807409292964,0.00018524173909020332,0.037037037037037035,23
Gauthier Doquire,0.000572737686139748,0.0,0.04604123041649582,0.0009078457044007255,0.10683330150425246,12
Samuel Kaski,0.001145475372279496,0.0,0.03915325425023136,6.7067903753274625e-09,0.037037037037037035,2
Sascha Saralajew,0.002290950744558992,0.0015255690524393559,0.05781850494152303,3.2140742949385045e-05,0.014509717076476514,9
Arthur Ooghe,0.000859106529209622,0.0,0.050459633044203804,5.309825969371606e-06,0.037037037037037035,13
Gabriele Graffieti,0.000859106529209622,0.0,0.04555696819807357,0.0002647230396508802,0.037037037037037035,14
Zaineb Dagdia,0.00143184421534937,3.2812242116284614e-08,0.040132765822857026,3.321233328987013e-08,0.040063409603081995,20
Francis Wyffels,0.00143184421534937,0.00010890745823403404,0.04823305959278223,1.0613903475357299e-06,0.014814814814814814,13
Raphaël Langhendries,0.000286368843069874,0.0,0.04524171564362809,6.076570033174488e-07,0.0,20
Thomas Luka,0.000572737686139748,0.0,0.031848005525234147,5.027475060014845e-10,0.037037037037037035,11
Madson Dias,0.0020045819014891182,2.7890405798841925e-06,0.02950245211703257,7.978854933362717e-12,0.025678176894831106,24
Karsten Huffstadt,0.000572737686139748,6.45752500546517e-06,0.05539669066579497,1.872123484018655e-05,0.0633324424695073,9
Louis Wehenkel,0.002577319587628866,0.0013738695021215924,0.053638746147762775,3.4915161557185234e-06,0.008538688528265807,13
John Quinn,0.001145475372279496,4.921836317442693e-07,0.044418189990327844,3.184584226209975e-05,0.03152619229480213,9
Lucas De Sousa,0.000859106529209622,2.5781047377080763e-07,0.029487388317125992,2.6917955620896665e-12,0.04024593888759102,24
Konstantinos Sechidis,0.001718213058419244,0.0009334575831598974,0.046176212701832024,0.00011651837949184126,0.023621188288668795,17
Niklas Hjuler,0.001145475372279496,0.0,0.033835201651649986,1.0528813790453802e-09,0.037037037037037035,18
Vincenzo Lomonaco,0.00286368843069874,0.0005909169674600639,0.05323495162306768,0.012799692403495178,0.019928769261227358,14
Miguel Coimbra,0.001145475372279496,0.0,0.0324596065681075,1.2085787148801407e-10,0.037037037037037035,24
Benjamin Maudet,0.000859106529209622,0.0,0.040371233847669524,2.512912597622657e-06,0.037037037037037035,17
Plácido Vidal,0.001145475372279496,0.0,0.04033833528690891,2.3866054837161086e-06,0.037037037037037035,17
Maxime Bérar,0.000859106529209622,0.0,0.045176831827190025,5.940481936664799e-07,0.037037037037037035,11
Daniel Pérez,0.001718213058419244,0.00027856910760481075,0.05716039262859576,0.0003596853356255308,0.0636977211560127,7
Elcio Shiguemori,0.0020045819014891182,5.843507085081183e-05,0.043861556976525,1.749681376024341e-07,0.03749545158711618,15
Christos Panayiotou,0.001718213058419244,0.0002982700675986817,0.061765828897423804,0.0002218481386082383,0.04730414303774276,23
Maximilian Münch,0.002577319587628866,0.00039851852393008356,0.0560599094183057,0.00010299204903853253,0.025546858921279326,9
Aleke Nolte,0.000572737686139748,0.0,0.05062920808219572,1.5580393609337388e-05,0.037037037037037035,9
Chuxin Zhang,0.000572737686139748,5.9937028932414636e-05,0.05679500083831299,0.00023971759906970066,0.05341665075212623,12
Baichuan Chi,0.000859106529209622,3.699062270895698e-05,0.051129747692865206,1.7427260979645244e-05,0.04345484073814501,4
Ivano Lauriola,0.002290950744558992,0.0017389714292435892,0.06341623354951455,0.013776857892407957,0.029404929921239758,5
Manxing Du,0.003150057273768614,0.0003599776395507392,0.03273869048701318,4.853615641363428e-07,0.02324181249359613,8
Florian Barbaro,0.000286368843069874,0.0,0.051973346349864634,2.7376328229804762e-05,0.0,20
Bogusz Bujnowski,0.000859106529209622,1.6406121058142305e-07,0.02816895375291013,8.980036061856877e-13,0.04024593888759102,0
Valerio De Caro,0.00143184421534937,1.346651776451896e-05,0.058690091482816314,0.0345565156358865,0.07657776271672341,14
Takashi Washio,0.000572737686139748,0.0,0.051525100388780304,3.2884898330990883e-06,0.037037037037037035,23
Pierre Curmi,0.00143184421534937,8.997390223636212e-05,0.048865646610428366,5.5055918159524044e-05,0.04348835118437694,12
Shaon Sutradhar,0.000572737686139748,0.0,0.04031956017157872,2.2440678999307418e-06,0.037037037037037035,17
Sari Saba-Sadiya,0.00143184421534937,2.343731579734615e-08,0.03527499746661382,4.409752770011073e-08,0.03799970759220323,6
Paulo Lisboa,0.003150057273768614,0.004756214013204609,0.06545264452484842,0.02252307106101438,0.024721935975702877,10
Albert Samà,0.001718213058419244,0.0,0.048333979650515765,0.00039809452137000244,0.03703703703703704,5
Francis Maes,0.000859106529209622,8.203060529071154e-08,0.04004001619072654,1.421693484974488e-07,0.031109161725799334,13
Emmanuel Chevigny,0.00143184421534937,8.997390223636212e-05,0.048865646610428366,5.5055918159524044e-05,0.04348835118437694,12
A Madelein Van Der Stouwe,0.001718213058419244,0.0,0.0506588158062204,1.695936781922409e-05,0.03703703703703704,9
Alex Mourer,0.000859106529209622,0.0,0.03565613296095364,2.5122365238249274e-06,0.07407407407407407,20
Christian Jutten,0.00429553264604811,0.0037349715694661913,0.060790578967464474,0.0002607206125344673,0.010643153270417706,4
José Martín-Guerrero,0.005441008018327607,0.004395974503720613,0.057122700315619446,0.0025814644209439914,0.0213646804253977,16
Luis Galárraga,0.00143184421534937,1.2763311601955101e-05,0.06304699783743586,0.00016374471338211085,0.03799970759220323,13
Magnus Stavngaard,0.001145475372279496,0.0,0.033835201651649986,1.0528813790453802e-09,0.037037037037037035,18
Bertrand Rivet,0.001145475372279496,0.00036027841843680507,0.05100181043781977,5.353418313277582e-06,0.012345679012345678,4
Damien François,0.000572737686139748,0.0,0.057028686654797156,0.00022062502364166478,0.037037037037037035,3
Marc Strickert,0.0020045819014891182,0.0004314887513398306,0.05565472215138894,3.24523765752519e-05,0.009276756701754625,22
Giulio Visco,0.000572737686139748,3.1240995623307826e-06,0.056150753543112546,0.005340083668023612,0.09134118793816556,14
Pierre Latouche,0.001718213058419244,0.00018045092551850726,0.03942051195842406,8.370939101328198e-05,0.01875773763584385,20
G Bhanot,0.000859106529209622,7.997150689060719e-05,0.052184683752190895,1.4524910546326718e-05,0.05033384744107423,22
Kallin Khan,0.000572737686139748,3.100741510026065e-05,0.05111466294653305,1.6681557667226733e-05,0.046663742588699,4
Katrin Bohnsack,0.001145475372279496,0.0003698474260771194,0.05771257496911184,3.187676015631788e-05,0.04806800981113401,9
Cyprien Ruffino,0.000859106529209622,0.0,0.03977345042637139,1.2579421130942919e-08,0.037037037037037035,11
Fabio Roli,0.001145475372279496,2.5593548850702568e-05,0.056590935834484324,0.000947000584715627,0.03976697265621857,10
Michele De,0.000859106529209622,3.2812242116284614e-08,0.04941618655370044,0.00014312271705275192,0.04024593888759102,14
Vladimer Kobayashi,0.000572737686139748,0.0,0.046636110378808555,9.86008931786476e-06,0.037037037037037035,10
Felipe Contreras,0.000572737686139748,0.0,0.045479236135260205,2.852671695652922e-05,0.07407407407407407,9
Jorge Meira,0.003436426116838488,0.001965400438597595,0.036482027807385506,2.094174644937344e-05,0.01797962076295145,8
Vincent Gardeux,0.000859106529209622,0.0,0.039078188802813524,3.313071133358023e-08,0.037037037037037035,15
Frank-M Schleif,0.000572737686139748,0.0,0.061306847154024686,0.00013393929871125456,0.037037037037037035,23
Eyke Hüllermeier,0.001718213058419244,0.00014537759725828886,0.054302820892422436,0.00029231790282558344,0.027425291732735665,23
José Rouco,0.000572737686139748,0.0,0.04031956017157872,2.2440678999307418e-06,0.037037037037037035,17
Tina Geweniger,0.002290950744558992,3.357268921509742e-05,0.05409934428017916,0.00011587716337457331,0.03485466631422218,22
Michael Sedlmair,0.002577319587628866,0.0010585502150377258,0.05708505767949713,0.00025096096157434684,0.01851851851851852,12
Udo Schlegel,0.000859106529209622,0.0,0.0482801031231082,5.260646446227894e-06,0.037037037037037035,12
David Verstraeten,0.001145475372279496,0.0,0.04706047808156289,5.725825291735963e-07,0.037037037037037035,13
Gianvittorio Luria,0.000859106529209622,3.0426991766845615e-06,0.059211602890387474,0.02173597033684346,0.06172839506172839,5
Laetitia Nouedoui,0.000286368843069874,0.0,0.03503956922990672,1.6625293165733007e-06,0.0,20
Peter Tino,0.005154639175257732,0.003475499694298533,0.06610192676736885,0.00031760837023456066,0.016828311852452687,9
Diego Peluffo,0.000572737686139748,2.5724719218422597e-05,0.05847220724173937,0.00044127893490695494,0.09523265150586058,12
Carlo Ricciardi,0.001145475372279496,3.636972106333088e-06,0.05590614716272145,0.0034190002859406567,0.04267241470847153,14
Jussi Gillberg,0.001145475372279496,0.0,0.03915325425023136,6.7067903753274625e-09,0.037037037037037035,2
Marcelo Costa,0.000572737686139748,0.0,0.03907378215094131,3.2456812498175536e-08,0.037037037037037035,15
José Martín,0.003150057273768614,0.003763781610861781,0.06406106491302413,0.021538171331199084,0.023058662175170712,10
João Braga,0.000859106529209622,0.0,0.039078188802813524,3.313071133358023e-08,0.037037037037037035,15
Radu State,0.003150057273768614,0.00035863780633099083,0.03273250520636194,5.042060580907289e-07,0.025140430237208328,8
Joseph Geloun,0.000572737686139748,0.0,0.04011418153676169,1.5938792306217192e-08,0.037037037037037035,20
Antonio Neto,0.001145475372279496,6.188388863131474e-05,0.02951250320369198,5.4376099699925526e-12,0.04297587450677256,24
Valentin Delchevalerie,0.00143184421534937,1.9892518651179244e-05,0.04999369501003427,7.480324907910125e-05,0.029783794838495303,13
Monica Bianchini,0.0040091638029782365,0.0022802204989113826,0.06284118609259114,0.02580147479126368,0.0248837037172928,6
Claudio Gallicchio,0.00859106529209622,0.0070240757726966075,0.0652923120622852,0.12545815557557125,0.013713493261255,14
Fabrizio Costa,0.002290950744558992,0.00042777502068031144,0.06073730063357538,0.012254091870215433,0.01957795926369016,14
Michele Guerra,0.000859106529209622,3.2267317812931652e-06,0.05357240261511248,0.0002329949858760717,0.04024593888759102,14
Jaakko Peltonen,0.002290950744558992,0.0007192443471889587,0.044687425859498,3.104018417618869e-07,0.015873015873015872,2
Marta Maschietto,0.00143184421534937,0.0,0.05854135835690953,0.0034781769105727725,0.037037037037037035,14
Lukas Pfannschmidt,0.00143184421534937,4.848781938086372e-05,0.05637915719403637,0.0002940784759893875,0.035368491563205005,9
Sylvain Lespinats,0.00143184421534937,0.0010821204606286817,0.05187996707808767,9.256379811684913e-06,0.02222222222222222,2
Laurent Baijot,0.000859106529209622,0.0,0.05695369824367974,0.00022490067317460302,0.037037037037037035,12
Jose Principe,0.001145475372279496,2.8427961670142635e-06,0.04071275997116056,2.377490887554283e-05,0.041371423581495564,17
Arpad Bischof,0.001718213058419244,0.00010778821535199467,0.051517439802935994,3.176317666491742e-06,0.04088771925770182,21
Camille Brunet,0.000286368843069874,0.0,0.03963695951893703,1.1662093180098886e-07,0.0,20
Glen Cowan,0.00143184421534937,7.18916224767785e-05,0.040493899744600624,2.7533139305831e-06,0.039925048702535625,17
Daniel Dornbusch,0.000859106529209622,0.0,0.04542557683725059,1.1255888991220895e-05,0.037037037037037035,23
Juan Gómez-Sanchis,0.003150057273768614,0.00011962796604895506,0.042102831119629106,0.00032232989028403226,0.05423045366174624,16
René Alquezar,0.000859106529209622,0.00017891421884606124,0.05467123700134861,0.0005171659275437503,0.04795677951376317,10
Manuel Laufer,0.0020045819014891182,1.2304590793606732e-07,0.04430460300659091,6.107156486750596e-06,0.042538011637986727,21
David Leins,0.001145475372279496,0.00016102235302525218,0.06157922518474276,0.0001763813615417771,0.04802322931904086,23
Bavishna Praveen,0.001145475372279496,2.2291816987750862e-05,0.047800565611056355,1.3939552603478001e-05,0.04066296945659382,23
Cem Karaoguz,0.000286368843069874,0.0,0.05206706237634073,8.218920150053202e-05,0.0,1
Iván Vallés-Pérez,0.00143184421534937,5.851516510737423e-07,0.0372027378263418,2.9874248124025682e-05,0.048460052532047514,16
Andreas Backhaus,0.002577319587628866,4.388637383053067e-06,0.04161737930753634,5.162818663524397e-05,0.018476470643663027,23
Ngoc Duong,0.00143184421534937,0.0,0.045864500346068496,7.560387221170259e-08,0.037037037037037035,13
Honovan Rocha,0.000572737686139748,0.0,0.03907378215094131,3.2456812498175536e-08,0.037037037037037035,15
Lorenzo Pellegrini,0.000859106529209622,0.0,0.04555696819807357,0.0002647230396508802,0.037037037037037035,14
Elena Hernández-Pereira,0.00429553264604811,0.001272003915103844,0.03649739836892221,2.4070785847931848e-05,0.013697194290379121,17
Amparo Soldevila,0.001145475372279496,0.0,0.053267686412689856,0.0004548213207857299,0.037037037037037035,10
Alexander Engelsberger,0.001145475372279496,6.45752500546517e-06,0.055405548467308524,4.3917200814535844e-05,0.05258794155292041,9
Pierre-Yves Schobbens,0.00143184421534937,0.0,0.05173280085317222,4.0537418440968646e-06,0.037037037037037035,13
Patricia Besson,0.000572737686139748,0.0,0.045247623415323526,6.199708014592911e-07,0.037037037037037035,20
David Picard,0.0020045819014891182,0.0010782102759411124,0.03542284810003553,2.4807415583925196e-08,0.011092466464032915,11
Icteam Uclouvain -Belgium,0.00143184421534937,3.2812242116284614e-08,0.0520279729901723,0.00021436849448321616,0.03799970759220323,12
Mats Brorsson,0.00143184421534937,1.8229023397935898e-08,0.029671716057077198,2.0894980550970497e-08,0.03799970759220323,8
Dario Balboni,0.000286368843069874,0.0,0.06172182046928171,0.002985986050352459,0.0,14
Beatriz Pérez-Sánchez,0.002577319587628866,9.119912047149531e-05,0.03621133870984925,1.5978452076129602e-05,0.026720360830265806,17
Pierre Lambert,0.0020045819014891182,0.0,0.0495433657584426,0.004673825536407642,0.13856481603384108,12
A Taylor,0.002290950744558992,1.1892304691826079e-07,0.04497745328589662,2.306265103016205e-06,0.03738084794959639,22
Denis Rousselle,0.000286368843069874,0.0,0.03536139403148766,2.5130635044873924e-10,0.0,11
Christian Hammerschmidt,0.00143184421534937,1.8229023397935898e-08,0.029671716057077198,2.0894980550970497e-08,0.03799970759220323,8
Frédéric Pennerath,0.001145475372279496,0.0,0.04471626017738386,5.798507505918891e-07,0.037037037037037035,20
Vicente Buendía-Ramón,0.001145475372279496,0.0008443738324994103,0.04847597931093278,8.802774937060692e-05,0.0721704521460008,16
Florent Forest,0.001145475372279496,3.2812242116284614e-08,0.045467300894180225,6.518369183557759e-07,0.04208099131377863,20
Marie Cottrell,0.00143184421534937,0.00033657704221480914,0.05207488730305794,2.9301548261809344e-05,0.026072904442887006,20
Jérôme Mariette,0.000859106529209622,0.00024424418302121506,0.052106210543540976,2.9133830185480155e-05,0.04345484073814501,20
Jakramate Bootkrajang,0.000286368843069874,0.0,0.046053468914745814,4.4766748827913963e-07,0.0,13
